Marque,Série,Modèle extérieur,Type,URL du document officiel ou portail,Type de document,Couverture confirmée,Niveau de confiance,Statut Deep Research,Anomalie ou limite,Source technique ENERGY STAR
Lennox,WindFree™ High-Wall - Premium (CAC),MMLD024S6S-1P,ductless,https://www.lennox.com/dA/2d38d38e7c/ehb_mmld_single_outdoor_2503.pdf,Fiche technique PDF fabricant,Série MMLD,Élevée,Document officiel trouvé et examiné,Référence Lennox légitime; plateforme/documentation apparentée à Samsung.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSAZ122A,KUSAZ122A,ductless,https://lghvac.com/resources/,Bibliothèque fabricant,Modèle non apparié à un PDF exact,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSUB121A,KUSUB121A,ductless,https://partner.lge.com/us/portal/main/main/fowardMenuUrl.lge?_MenuId=210020&_MenuLevel=2&_MenuParentId=210003&_MenuParentId=210087,Portail documentaire fabricant,Modèles KUSUB indexés; téléchargement derrière portail,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSUB181A,KUSUB181A,ductless,https://partner.lge.com/us/portal/main/main/fowardMenuUrl.lge?_MenuId=210020&_MenuLevel=2&_MenuParentId=210003&_MenuParentId=210087,Portail documentaire fabricant,Modèles KUSUB indexés; téléchargement derrière portail,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSUB241A,KUSUB241A,ductless,https://partner.lge.com/us/portal/main/main/fowardMenuUrl.lge?_MenuId=210020&_MenuLevel=2&_MenuParentId=210003&_MenuParentId=210087,Portail documentaire fabricant,Modèles KUSUB indexés; téléchargement derrière portail,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSUB301A,KUSUB301A,ductless,https://partner.lge.com/us/portal/main/main/fowardMenuUrl.lge?_MenuId=210020&_MenuLevel=2&_MenuParentId=210003&_MenuParentId=210087,Portail documentaire fabricant,Modèles KUSUB indexés; téléchargement derrière portail,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSUB361A,KUSUB361A,ductless,https://partner.lge.com/us/portal/main/main/fowardMenuUrl.lge?_MenuId=210020&_MenuLevel=2&_MenuParentId=210003&_MenuParentId=210087,Portail documentaire fabricant,Modèles KUSUB indexés; téléchargement derrière portail,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSUB421A,KUSUB421A,ductless,https://partner.lge.com/us/portal/main/main/fowardMenuUrl.lge?_MenuId=210020&_MenuLevel=2&_MenuParentId=210003&_MenuParentId=210087,Portail documentaire fabricant,Modèles KUSUB indexés; téléchargement derrière portail,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSUB481A,KUSUB481A,ductless,https://partner.lge.com/us/portal/main/main/fowardMenuUrl.lge?_MenuId=210020&_MenuLevel=2&_MenuParentId=210003&_MenuParentId=210087,Portail documentaire fabricant,Modèles KUSUB indexés; téléchargement derrière portail,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSUB601A,KUSUB601A,ductless,https://partner.lge.com/us/portal/main/main/fowardMenuUrl.lge?_MenuId=210020&_MenuLevel=2&_MenuParentId=210003&_MenuParentId=210087,Portail documentaire fabricant,Modèles KUSUB indexés; téléchargement derrière portail,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXA121A,KUSXA121A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXA121A,KUSXA121A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXA181A,KUSXA181A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXA181A,KUSXA181A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXA241A,KUSXA241A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXA241A,KUSXA241A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXA301A,KUSXA301A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXA301A,KUSXA301A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXA361A,KUSXA361A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXA361A,KUSXA361A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXA421A,KUSXA421A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXA422A,KUSXA422A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXA422A,KUSXA422A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXA481A,KUSXA481A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXA482A,KUSXA482A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXA482A,KUSXA482A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXB091A,KUSXB091A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXB121A,KUSXB121A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXB121A,KUSXB121A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXB181A,KUSXB181A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXB181A,KUSXB181A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXB241A,KUSXB241A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXB241A,KUSXB241A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXB301A,KUSXB301A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXB301A,KUSXB301A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXB361A,KUSXB361A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXB361A,KUSXB361A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXB421A,KUSXB421A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXB421A,KUSXB421A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXB481A,KUSXB481A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXB481A,KUSXB481A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LG,KUSXB601A,KUSXB601A,central,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LG,KUSXB601A,KUSXB601A,ductless,https://media.us.lg.com/m/3cf7b9830b0023a9/original/R-410A-to-R-32-Model-Numbers-02-2025.pdf,Table de correspondance PDF fabricant,Modèles KUSXA/KUSXB explicitement couverts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
LPS Legacy,D5C Series,D5CUHAH18AAK,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LPS Legacy,D5C Series,D5CUHAH24AAK,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LPS Legacy,D5C Series,D5CUHAH30AAK,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
LPS Legacy,D5C Series,D5CUHAH36AAK,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
